,0,1,2,3,4,5,6,7,8
6127,0,1,3,3,2,0,2,1,1
6128,2,3,3,2,1,0,0,0,0
6129,1,0,1,1,2,1,1,2,2
6130,2,2,3,0,0,0,2,0,1
6131,2,3,0,0,2,0,1,1,3
6132,0,1,3,2,2,1,0,0,1
6133,1,4,0,3,0,0,2,2,2
6134,1,3,2,1,2,1,1,0,1
6135,2,2,0,2,0,1,0,0,1
6136,0,2,0,0,1,0,2,2,2
6137,1,1,1,2,0,1,1,1,1
6138,0,0,1,1,0,0,2,2,2
6139,1,0,1,2,0,1,0,1,1
6140,0,2,3,1,0,1,2,1,0
6141,1,2,2,0,0,0,1,2,2
6142,1,0,2,3,2,0,2,1,1
6143,0,1,3,3,1,1,2,1,1
6144,2,3,1,2,0,0,1,1,0
6145,2,4,3,1,2,0,0,0,0
6146,2,4,1,1,0,1,2,2,2
6147,0,4,0,3,1,0,2,0,0
6148,0,2,0,0,2,0,1,0,0
6149,1,4,3,0,1,1,2,0,0
6150,2,2,3,0,0,1,2,0,1
6151,1,0,1,1,0,0,0,2,2
6152,1,2,0,0,1,1,1,2,2
6153,2,2,2,3,2,1,1,1,0
6154,1,1,0,0,1,1,1,2,2
6155,1,1,2,3,2,0,0,0,1
6156,0,4,1,0,0,1,1,1,0
6157,0,2,3,2,2,1,2,2,2
6158,2,3,2,2,2,0,2,1,0
6159,0,1,3,2,0,1,2,0,1
6160,0,0,0,1,2,0,1,1,0
6161,2,1,2,2,0,0,2,2,2
6162,1,4,0,1,1,1,0,2,2
6163,0,2,3,1,2,1,2,1,0
6164,2,1,2,0,0,1,2,0,1
6165,1,0,1,0,1,0,1,1,1
6166,2,2,2,2,2,1,2,2,2
6167,1,3,3,1,2,1,2,1,0
6168,1,3,3,0,2,1,0,1,0
6169,1,1,2,2,0,1,1,1,1
6170,2,1,3,1,0,0,1,2,2
6171,2,0,3,2,0,1,1,1,1
6172,1,4,3,0,0,1,1,0,1
6173,2,4,3,0,0,0,0,2,2
6174,0,4,0,1,2,0,1,0,0
6175,2,1,0,0,1,0,0,0,1
6176,2,0,2,2,1,0,0,2,2
6177,2,4,2,3,0,1,2,0,0
6178,1,0,0,0,1,0,0,1,0
6179,1,4,0,1,1,0,0,2,2
6180,0,1,0,1,1,1,1,0,1
6181,1,2,3,2,0,1,1,2,2
6182,0,0,2,2,0,0,2,0,1
6183,1,3,2,3,2,1,1,1,0
6184,0,0,1,1,1,1,1,1,0
6185,1,1,2,0,2,0,1,0,1
6186,1,1,1,0,1,0,1,1,1
6187,2,3,0,3,0,1,0,1,0
6188,0,2,3,1,0,0,2,1,0
6189,2,0,1,2,1,0,2,0,1
6190,2,3,3,1,2,1,1,0,0
6191,0,3,2,2,1,0,1,0,0
6192,1,0,3,2,1,0,0,2,2
6193,0,4,2,0,1,0,0,2,2
6194,0,1,2,2,0,0,1,2,2
6195,0,4,0,2,1,0,0,1,0
6196,2,2,2,3,2,1,1,2,2
6197,2,0,1,2,0,1,1,1,1
6198,1,3,2,2,2,0,0,1,0
6199,1,0,3,1,1,1,2,0,1
6200,0,0,3,1,2,1,1,0,0
6201,2,4,3,3,2,0,0,2,2
6202,0,2,3,0,2,1,2,2,2
6203,0,3,2,1,1,0,2,2,2
6204,2,4,2,3,2,0,0,0,0
6205,0,2,0,3,2,0,1,0,0
6206,1,0,2,1,2,1,0,0,1
6207,2,0,0,0,2,1,2,1,1
6208,2,0,3,1,2,0,2,1,1
6209,1,4,3,0,2,0,1,1,0
6210,2,3,3,2,2,1,1,2,2
6211,0,3,2,0,0,0,0,0,0
6212,2,1,2,0,2,0,2,2,2
6213,1,0,3,3,0,1,2,2,2
6214,0,4,1,2,1,0,2,1,0
6215,0,1,1,3,2,1,0,1,1
6216,1,1,2,0,0,0,1,2,2
6217,2,2,1,3,0,1,1,2,2
6218,0,2,0,1,1,1,2,0,0
6219,2,4,2,0,1,1,1,0,0
6220,2,2,1,3,1,0,2,1,1
6221,1,0,1,3,1,0,0,0,1
6222,2,1,2,2,0,0,1,0,1
6223,2,3,0,1,0,0,1,1,0
6224,0,0,1,2,0,1,0,1,0
6225,1,0,0,2,2,0,1,0,1
6226,2,1,2,2,1,0,2,0,1
6227,1,4,3,3,0,0,2,2,2
6228,0,3,3,3,0,0,2,1,0
6229,1,3,3,1,0,0,2,0,1
6230,1,4,2,0,2,1,0,1,0
6231,1,2,3,3,0,1,1,1,1
6232,1,2,0,1,1,1,2,0,1
6233,0,4,0,2,2,1,0,2,2
6234,2,0,1,2,2,0,1,2,2
6235,2,2,2,2,2,1,1,0,1
6236,0,0,3,0,2,1,2,2,2
6237,2,3,0,0,2,1,1,0,0
6238,2,0,1,1,2,0,1,0,1
6239,0,0,3,0,0,0,2,1,1
6240,1,2,2,3,0,0,1,1,1
6241,1,0,3,2,1,0,1,0,1
6242,1,3,1,1,2,0,2,0,0
6243,1,3,2,1,2,0,2,0,0
6244,0,3,3,1,1,0,1,0,0
6245,0,3,1,1,1,0,0,2,2
6246,2,4,3,2,0,0,1,2,2
6247,2,3,1,1,2,1,0,1,0
6248,2,4,2,3,2,1,2,2,2
6249,0,1,2,3,1,0,1,2,2
6250,1,3,0,3,1,1,2,0,1
6251,1,3,0,2,0,0,2,2,2
6252,1,1,2,0,1,0,0,0,1
6253,2,0,1,0,0,1,1,2,2
6254,0,4,0,0,2,1,0,0,0
6255,0,1,0,3,1,1,2,2,2
6256,2,2,1,3,1,1,2,2,2
6257,0,3,3,1,0,1,1,0,0
6258,0,1,1,1,1,1,1,1,1
6259,0,3,3,2,2,0,0,2,2
6260,1,3,3,2,2,1,1,0,1
6261,1,1,2,1,0,0,2,0,1
6262,1,2,2,3,1,1,0,2,2
6263,2,0,2,0,0,1,1,0,1
6264,0,3,2,2,2,1,1,2,2
6265,0,4,0,3,2,1,0,2,2
6266,2,4,0,1,0,1,0,1,0
6267,2,4,1,1,0,0,2,1,0
6268,0,4,0,0,0,1,0,2,2
6269,2,1,1,0,2,1,1,0,1
6270,1,1,0,0,0,1,1,2,2
6271,1,2,2,1,2,0,0,0,1
6272,1,2,3,0,0,1,0,1,1
6273,1,0,3,0,2,0,1,0,1
6274,0,4,2,3,2,0,2,0,0
6275,0,4,0,2,0,1,2,1,0
6276,0,3,2,2,1,0,0,1,0
6277,0,1,1,2,1,0,2,1,1
6278,1,0,0,3,1,1,2,0,1
6279,2,4,2,3,2,0,2,0,0
6280,0,2,3,2,1,1,1,0,0
6281,2,2,1,0,2,1,0,1,0
6282,2,0,3,2,0,1,1,2,2
6283,2,3,2,0,2,0,1,1,3
6284,0,1,2,3,0,1,2,2,2
6285,2,3,2,0,0,1,0,1,0
6286,0,1,0,2,1,0,0,2,2
6287,2,2,0,1,0,0,2,0,1
6288,0,0,3,0,0,1,2,1,1
6289,2,4,2,3,2,1,0,2,2
6290,0,4,1,0,2,0,2,0,0
6291,2,1,3,2,2,1,0,1,1
6292,2,2,3,3,0,1,2,0,1
6293,1,0,3,1,1,0,1,0,1
6294,2,4,1,0,1,0,0,2,2
6295,2,1,0,3,0,0,0,2,2
6296,1,2,0,3,2,1,0,2,2
6297,0,1,0,3,2,1,2,1,1
6298,1,1,2,2,2,0,2,1,1
6299,0,2,2,3,0,1,2,0,0
6300,1,1,2,0,2,1,2,0,1
6301,0,1,1,1,1,1,1,2,2
6302,2,2,2,1,0,1,1,2,2
6303,0,2,0,2,1,1,0,0,0
6304,1,0,1,2,0,0,0,0,1
6305,2,4,1,2,0,0,0,1,0
6306,2,0,2,0,1,0,2,1,1
6307,0,4,0,3,1,0,2,2,2
6308,1,1,3,3,1,0,2,0,1
6309,0,0,1,3,2,0,0,1,0
6310,0,4,0,0,0,0,1,2,2
6311,2,0,1,2,0,0,0,0,1
6312,1,3,1,2,1,0,0,2,2
6313,2,3,2,3,2,0,2,2,2
6314,1,0,0,0,0,0,2,1,1
6315,2,1,3,0,0,0,1,0,1
6316,2,1,3,2,1,1,0,2,2
6317,1,0,3,3,0,0,0,0,1
6318,2,4,2,2,1,1,2,0,0
6319,1,1,3,3,2,1,1,0,1
6320,2,1,2,0,2,0,0,0,1
6321,0,1,1,3,1,1,1,1,1
6322,2,1,2,0,1,1,0,1,0
6323,1,2,3,3,0,0,0,1,1
6324,0,2,2,1,1,1,0,1,0
6325,0,3,3,1,1,0,0,0,0
6326,2,2,2,0,2,1,0,2,2
6327,0,4,0,3,1,0,2,1,0
6328,1,3,0,2,1,0,0,1,0
6329,2,0,2,1,1,1,1,1,1
6330,0,0,2,1,0,1,0,2,2
6331,0,2,2,0,1,1,1,2,2
6332,1,2,0,0,1,1,2,1,1
6333,2,2,2,3,0,0,1,1,0
6334,1,2,1,0,1,0,2,0,1
6335,0,3,0,2,0,0,2,0,0
6336,1,1,1,0,2,1,2,1,1
6337,0,2,1,3,1,1,0,1,0
6338,0,1,0,2,2,0,0,0,1
6339,2,4,1,1,2,0,0,0,0
6340,0,3,3,3,0,0,1,0,0
6341,0,4,1,2,1,1,1,2,2
6342,2,0,1,0,1,1,0,1,1
6343,2,2,3,3,2,0,0,1,0
6344,0,0,0,1,2,0,2,1,0
6345,2,0,0,0,1,1,2,2,2
6346,2,1,0,2,2,0,0,1,0
6347,2,1,3,2,2,0,1,1,0
6348,1,2,3,3,1,1,0,0,1
6349,2,2,2,3,0,0,1,0,1
6350,1,4,0,1,2,0,0,0,0
6351,0,4,2,0,0,0,1,0,0
6352,2,3,2,3,2,0,1,1,3
6353,0,4,2,0,2,1,1,0,0
6354,0,0,1,2,1,0,2,1,1
6355,1,2,1,0,0,0,0,1,1
6356,2,0,1,3,0,1,2,0,1
6357,0,1,2,2,1,0,1,0,1
6358,2,0,1,3,0,1,0,2,2
6359,2,2,1,3,0,0,1,0,1
6360,2,1,3,2,2,1,2,0,1
6361,0,1,0,3,2,0,1,1,0
6362,1,4,2,0,1,1,1,0,0
6363,0,0,3,1,0,1,1,2,2
6364,2,0,3,0,0,0,2,0,1
6365,2,1,2,2,0,1,1,0,1
6366,0,3,3,0,2,1,0,0,0
6367,0,0,2,1,0,0,1,1,0
6368,0,1,3,3,2,0,0,2,2
6369,2,1,1,3,0,0,1,0,1
6370,1,1,3,1,2,1,1,0,1
6371,0,0,0,1,0,0,1,2,2
6372,0,0,3,2,1,1,1,0,1
6373,0,2,0,0,2,0,1,2,2
6374,2,2,0,1,2,0,1,0,0
6375,0,0,0,3,0,0,2,0,1
6376,1,1,1,2,1,0,0,2,2
6377,0,4,1,3,0,1,0,0,0
6378,0,3,0,3,1,1,0,0,0
6379,0,3,3,0,1,1,0,2,2
6380,2,3,3,1,0,0,1,2,2
6381,1,0,3,3,1,0,1,1,1
6382,1,1,0,0,1,0,0,2,2
6383,1,4,1,0,0,0,2,1,1
6384,2,0,3,2,1,1,0,0,1
6385,2,4,3,2,0,1,0,2,2
6386,1,3,0,1,0,0,0,2,2
6387,2,3,0,1,2,1,2,1,0
6388,1,3,3,3,2,1,0,2,2
6389,2,0,0,3,1,0,1,2,2
6390,1,3,0,0,2,1,1,2,2
6391,2,4,3,0,0,1,0,2,2
6392,1,4,2,3,2,1,0,0,1
6393,0,0,0,1,2,1,1,2,2
6394,2,4,1,0,0,1,0,2,2
6395,1,1,3,1,0,0,1,2,2
6396,1,4,2,2,1,0,2,2,2
6397,1,0,2,1,2,1,1,1,1
6398,1,2,0,3,0,0,1,0,1
6399,2,1,2,1,0,1,1,2,2
6400,2,2,0,3,0,0,2,2,2
6401,0,0,2,3,2,1,1,2,2
6402,2,3,3,0,0,1,0,1,0
6403,1,3,0,3,0,1,2,2,2
6404,0,3,0,2,1,0,2,2,2
6405,0,2,0,0,2,1,0,0,0
6406,1,2,2,3,2,0,2,1,1
6407,2,0,1,1,1,1,0,1,1
6408,1,0,3,1,0,1,2,0,1
6409,1,0,3,3,2,1,0,1,1
6410,1,2,0,0,0,0,1,2,2
6411,2,2,0,0,1,0,2,1,0
6412,0,1,3,2,1,0,2,2,2
6413,2,4,1,0,1,0,0,0,0
6414,1,0,2,1,0,1,0,2,2
6415,1,1,2,0,0,0,1,0,1
6416,0,2,3,1,0,0,2,0,0
6417,2,3,2,0,2,1,1,0,0
6418,0,0,0,0,0,1,1,1,0
6419,1,0,1,3,0,1,1,0,1
6420,2,3,2,1,0,0,2,1,0
6421,2,2,0,0,2,0,2,2,2
6422,2,0,3,3,0,0,0,1,1
6423,2,1,2,1,0,0,0,2,2
6424,1,2,0,2,1,1,0,0,1
6425,1,1,3,3,1,1,2,1,1
6426,1,0,2,0,1,0,2,2,2
6427,0,0,2,3,1,0,2,1,1
6428,0,3,1,3,1,1,0,2,2
6429,0,0,0,3,0,0,1,0,1
6430,0,4,3,3,1,1,0,2,2
6431,2,2,0,1,1,0,0,0,0
6432,0,0,1,3,2,1,0,0,1
6433,2,2,3,1,1,0,1,2,2
6434,2,3,2,0,2,1,0,0,0
6435,0,0,3,0,0,0,1,0,1
6436,0,1,3,2,2,1,0,1,1
6437,2,4,3,1,1,0,2,1,0
6438,0,2,0,3,1,1,2,0,0
6439,2,4,3,3,0,0,0,1,0
6440,0,3,0,0,0,0,1,1,3
6441,1,1,0,3,1,1,1,0,1
6442,0,2,1,2,2,0,1,2,2
6443,2,1,3,0,0,1,0,2,2
6444,0,4,2,2,1,1,1,2,2
6445,0,1,3,3,0,1,1,2,2
6446,0,1,0,1,2,1,1,1,0
6447,1,4,2,2,2,0,1,1,0
6448,0,4,2,3,1,0,2,0,0
6449,2,4,1,1,2,0,2,1,0
6450,0,4,3,2,1,1,0,1,0
6451,2,0,3,1,0,0,2,2,2
6452,0,4,3,3,2,0,2,1,0
6453,0,4,1,3,2,1,2,2,2
6454,0,0,2,1,1,0,0,0,1
6455,0,3,3,2,1,0,0,2,2
6456,1,2,1,0,2,1,2,1,1
6457,1,4,3,2,1,0,0,0,1
6458,1,0,0,3,1,0,2,0,1
6459,1,3,1,2,2,0,0,1,0
6460,1,0,0,1,0,0,1,1,1
6461,1,2,1,1,1,0,2,0,1
6462,0,2,0,1,0,0,1,1,0
6463,2,0,1,3,2,0,1,2,2
6464,2,2,1,1,0,0,1,1,0
6465,1,1,3,2,1,1,2,1,1
6466,2,4,0,3,0,1,0,1,0
6467,1,4,2,3,2,1,2,2,2
6468,2,2,2,2,0,1,2,0,1
6469,2,0,0,3,2,1,1,0,1
6470,0,3,1,3,1,0,1,1,0
6471,2,0,0,2,2,1,1,2,2
6472,2,4,1,2,2,1,0,0,0
6473,2,4,2,1,1,0,2,2,2
6474,1,1,1,3,1,1,0,2,2
6475,2,1,1,1,2,1,0,1,1
6476,1,1,0,0,0,1,1,0,1
6477,0,2,3,0,1,0,1,1,3
6478,0,1,1,2,2,1,1,0,1
6479,1,2,2,0,2,1,2,0,1
6480,1,1,2,3,0,1,0,1,1
6481,0,2,2,2,1,0,0,1,0
6482,2,1,2,0,1,0,1,0,1
6483,1,4,2,3,2,1,1,0,1
6484,0,3,2,2,0,1,2,1,0
6485,0,0,3,3,0,1,1,1,0
6486,0,0,3,0,2,1,1,1,0
6487,0,1,3,2,0,1,2,1,1
6488,2,3,2,0,2,1,0,1,3
6489,0,2,1,0,1,0,2,0,0
6490,1,2,3,2,0,1,1,0,1
6491,2,0,1,2,2,0,1,0,1
6492,1,3,0,1,0,0,1,0,1
6493,1,1,1,3,1,1,1,2,2
6494,2,3,0,3,0,0,0,2,2
6495,2,2,1,0,2,1,1,2,2
6496,2,1,1,1,1,0,0,2,2
6497,0,3,2,3,2,1,2,1,0
6498,0,2,3,1,2,1,2,2,2
6499,2,1,2,3,2,0,1,2,2
6500,0,2,3,2,2,0,2,1,0
6501,1,1,0,1,2,1,1,0,1
6502,1,0,3,1,0,1,0,1,1
6503,1,0,3,3,2,0,0,2,2
6504,1,0,1,2,2,1,1,2,2
6505,2,2,0,2,0,1,1,2,2
6506,0,0,2,2,2,1,0,0,1
6507,2,3,3,2,1,1,0,0,0
6508,1,1,1,2,1,0,1,1,1
6509,0,0,2,2,0,0,0,2,2
6510,2,4,3,2,1,0,0,1,0
6511,0,2,0,0,2,1,1,1,3
6512,1,3,2,2,1,0,0,1,0
6513,2,2,0,1,1,0,0,1,0
6514,0,4,3,2,0,0,2,2,2
6515,2,4,2,0,2,1,1,1,3
6516,0,2,1,0,1,1,1,1,0
6517,1,3,2,2,1,0,0,0,1
6518,2,2,1,3,0,0,0,0,1
6519,2,0,2,2,0,1,1,0,1
6520,0,0,1,2,1,0,1,0,1
6521,2,4,0,2,1,1,2,2,2
6522,0,1,0,2,2,1,1,0,1
6523,1,4,2,2,0,1,0,1,0
6524,1,1,3,2,2,1,1,2,2
6525,0,0,2,2,2,0,2,1,0
6526,1,3,1,3,2,0,0,2,2
6527,1,4,2,1,1,1,1,0,1
6528,1,2,3,0,0,1,1,2,2
6529,0,0,0,1,2,0,1,0,0
6530,2,1,2,3,0,1,1,1,1
6531,2,1,0,0,1,1,2,0,1
6532,0,4,3,0,0,0,2,1,0
6533,0,4,1,2,1,0,1,1,0
6534,2,4,3,1,1,1,0,0,0
6535,0,4,1,2,0,1,0,2,2
6536,1,3,2,2,0,1,1,1,0
6537,0,0,2,0,2,0,1,1,0
6538,1,4,1,0,1,0,2,0,1
6539,1,3,1,3,1,0,2,1,1
6540,2,2,1,3,0,0,2,2,2
6541,0,2,0,3,2,0,0,1,3
6542,1,3,2,2,1,1,2,0,1
6543,2,4,0,2,2,1,1,2,2
6544,0,1,1,2,0,0,0,1,1
6545,1,4,1,0,2,1,2,0,1
6546,1,1,3,3,1,1,1,1,1
6547,0,1,3,2,1,1,0,0,1
6548,1,2,0,3,0,0,2,1,1
6549,0,1,1,0,2,1,2,1,1
6550,2,2,3,0,1,0,2,0,0
6551,1,0,2,3,2,1,1,2,2
6552,2,0,2,0,0,0,1,2,2
6553,1,2,3,0,2,0,0,1,0
6554,2,0,3,2,1,0,2,1,1
6555,1,2,3,3,1,0,0,2,2
6556,1,0,1,2,0,0,0,1,1
6557,1,4,3,1,2,1,2,2,2
6558,1,0,3,0,2,0,1,1,0
6559,1,3,3,1,0,0,0,2,2
6560,2,3,3,2,0,0,2,0,0
6561,0,3,3,2,1,0,2,1,0
6562,2,2,3,2,0,1,1,0,1
6563,1,3,2,0,1,1,2,2,2
6564,1,2,1,0,2,0,1,1,0
6565,2,2,0,3,2,1,2,1,1
6566,1,4,2,0,2,1,1,1,0
6567,0,2,2,1,1,0,1,2,2
6568,1,1,3,1,2,0,1,0,1
6569,1,2,0,0,2,1,1,2,2
6570,0,3,1,0,0,0,2,2,2
6571,1,1,1,2,2,1,2,1,1
6572,2,4,3,1,0,1,2,0,0
6573,0,0,2,2,0,1,1,0,1
6574,2,4,2,1,1,1,1,2,2
6575,0,0,0,1,2,1,1,1,0
6576,1,3,1,0,2,1,1,1,0
6577,1,4,1,1,2,0,0,2,2
6578,0,3,2,1,2,1,2,0,0
6579,2,0,2,1,2,1,0,0,1
6580,1,1,3,2,0,1,2,0,1
6581,2,3,1,1,2,0,1,2,2
6582,0,1,1,1,2,1,2,0,1
6583,2,2,3,3,0,1,1,1,0
6584,1,1,0,2,0,1,1,2,2
6585,2,4,3,2,1,0,0,2,2
6586,2,1,1,3,0,0,0,0,1
6587,0,3,1,1,0,1,2,1,0
6588,2,0,2,1,0,1,2,0,1
6589,1,4,1,1,2,0,1,2,2
6590,1,4,2,1,2,0,2,2,2
6591,0,2,3,0,2,1,1,0,0
6592,0,4,0,2,0,0,1,2,2
6593,1,4,0,0,2,1,0,2,2
6594,0,1,3,1,1,1,0,2,2
6595,2,3,3,0,1,1,2,0,0
6596,1,3,1,1,2,1,1,1,0
6597,1,1,3,0,2,1,0,2,2
6598,0,1,1,1,2,0,1,0,1
6599,2,2,1,0,2,1,0,0,1
6600,0,2,2,2,0,0,1,0,0
6601,0,2,1,1,1,1,0,2,2
6602,2,1,0,2,2,1,0,1,1
6603,0,3,1,1,2,1,1,0,0
6604,0,4,0,2,1,0,1,1,0
6605,0,3,0,1,1,0,0,0,0
6606,2,0,2,2,2,0,1,1,0
6607,2,3,3,0,2,0,1,0,0
6608,0,2,2,2,0,1,1,1,0
6609,0,2,0,0,1,1,2,0,0
6610,1,0,3,1,2,1,0,2,2
6611,1,0,3,2,0,0,0,2,2
6612,1,4,2,0,2,1,0,0,0
6613,0,4,3,0,0,1,2,1,0
6614,1,4,2,3,1,1,0,2,2
6615,1,0,0,2,2,1,0,1,1
6616,1,1,1,0,0,1,0,0,1
6617,0,1,0,2,0,1,0,1,1
6618,2,0,3,2,1,0,1,2,2
6619,1,2,2,2,2,0,0,0,1
6620,1,2,1,0,1,0,2,1,1
6621,1,3,0,2,0,0,1,2,2
6622,0,2,2,3,2,1,0,0,0
6623,2,4,3,1,1,1,2,1,0
6624,2,4,1,3,2,1,1,0,0
6625,1,3,0,3,2,1,2,0,1
6626,0,0,1,3,0,0,2,1,1
6627,2,4,3,2,0,1,1,2,2
6628,1,2,1,2,1,0,2,0,1
6629,2,1,1,2,2,1,2,0,1
6630,1,4,3,1,0,0,1,2,2
6631,1,1,1,1,1,0,1,1,1
6632,2,1,2,1,2,1,2,2,2
6633,0,4,2,0,1,0,2,1,0
6634,2,2,2,1,1,0,1,2,2
6635,0,0,1,1,1,1,1,2,2
6636,1,3,0,0,0,1,2,0,0
6637,0,2,1,0,1,1,2,1,0
6638,1,2,2,3,2,0,0,1,0
6639,2,3,2,2,0,1,0,2,2
6640,0,4,3,2,2,0,1,0,0
6641,1,4,1,0,1,1,0,0,1
6642,0,2,2,0,0,0,1,1,0
6643,0,1,0,0,1,0,0,0,1
6644,0,1,1,3,0,0,1,2,2
6645,1,1,0,3,2,0,0,0,1
6646,0,1,0,2,0,1,2,2,2
6647,2,1,1,3,1,1,1,0,1
6648,1,4,3,3,1,1,1,0,1
6649,2,3,0,3,2,0,1,0,0
6650,2,0,0,0,1,1,0,2,2
6651,2,3,2,0,1,1,2,2,2
6652,1,3,3,2,1,1,1,2,2
6653,1,1,0,0,1,1,1,0,1
6654,0,2,2,1,0,1,1,2,2
6655,0,3,3,0,1,0,2,2,2
6656,1,4,0,0,0,0,0,2,2
6657,1,0,0,0,0,0,1,2,2
6658,0,3,1,0,0,1,2,0,0
6659,1,0,2,3,1,0,1,0,1
6660,0,3,0,2,0,0,1,1,0
6661,2,3,3,1,2,0,1,1,3
6662,2,2,1,0,2,1,2,0,1
6663,2,4,1,2,2,1,0,2,2
6664,1,4,0,3,1,0,0,1,0
6665,2,0,0,3,2,1,2,0,1
6666,0,2,3,3,2,1,1,2,2
6667,0,1,1,0,1,0,1,1,1
6668,1,1,2,3,2,1,2,2,2
6669,1,4,2,2,2,0,0,0,0
6670,1,3,3,0,2,0,0,0,0
6671,0,0,1,0,0,1,0,0,1
6672,2,3,1,2,2,1,0,0,0
6673,0,0,3,2,2,1,1,0,1
6674,1,3,1,2,2,0,1,1,0
6675,1,4,1,1,1,0,2,2,2
6676,0,0,2,3,2,0,0,2,2
6677,1,3,0,1,1,0,1,2,2
6678,0,4,0,0,0,0,1,0,0
6679,1,1,0,0,0,0,1,2,2
6680,2,1,1,0,1,0,2,0,1
6681,0,3,3,0,0,0,1,2,2
6682,1,0,3,0,0,1,2,1,1
6683,0,2,0,2,2,0,0,2,2
6684,0,3,1,1,1,0,1,1,0
6685,2,1,3,3,2,1,2,0,1
6686,0,3,3,3,0,1,0,2,2
6687,1,1,3,0,2,0,2,2,2
6688,0,2,2,3,1,1,2,2,2
6689,2,2,1,2,0,0,2,2,2
6690,2,4,3,3,0,1,0,1,0
6691,0,2,3,3,1,0,1,1,0
6692,0,4,0,0,0,1,0,0,0
6693,0,0,0,1,0,0,2,0,1
6694,1,1,2,1,0,0,0,1,1
6695,2,3,2,1,1,1,0,1,0
6696,0,0,0,2,1,1,0,1,0
6697,0,3,1,2,0,1,2,0,0
6698,2,3,3,3,1,0,0,0,0
6699,2,3,2,1,0,1,0,1,0
6700,2,4,2,0,2,1,0,2,2
6701,2,0,3,3,2,0,0,1,0
6702,1,2,2,0,2,1,0,2,2
6703,1,1,0,1,1,1,2,1,1
6704,0,4,1,2,2,1,1,0,0
6705,0,2,0,2,2,1,1,1,0
6706,2,0,1,1,0,1,0,1,1
6707,2,2,1,0,2,1,2,2,2
6708,1,3,1,3,0,0,2,1,1
6709,0,2,1,2,2,1,1,1,0
6710,2,2,2,0,2,0,1,0,0
6711,0,4,1,3,2,0,2,2,2
6712,0,3,1,1,1,1,0,0,0
6713,2,2,2,1,1,1,1,2,2
6714,0,0,1,3,2,1,2,2,2
6715,2,0,0,0,0,1,0,2,2
6716,1,3,2,3,0,0,1,0,1
6717,0,0,2,1,0,0,2,0,1
6718,0,1,3,2,1,1,1,2,2
6719,0,3,1,0,0,1,0,0,0
6720,2,2,2,3,1,0,0,1,0
6721,1,3,3,3,1,0,0,0,1
6722,2,4,2,2,0,0,2,2,2
6723,0,4,0,0,2,0,1,1,3
6724,0,4,3,0,2,0,1,1,3
6725,1,3,2,2,0,0,1,1,0
6726,2,4,0,0,1,1,2,0,0
6727,0,2,2,2,0,1,0,1,0
6728,2,3,3,2,0,1,2,2,2
6729,1,3,2,2,2,0,1,0,0
6730,2,1,2,3,1,1,1,1,1
6731,2,1,3,0,1,1,2,0,1
6732,0,2,0,2,0,0,0,2,2
6733,1,1,1,1,1,0,0,2,2
6734,0,1,3,0,1,1,0,1,0
6735,2,2,2,2,1,1,1,2,2
6736,2,0,2,3,2,0,2,1,1
6737,1,2,1,2,0,1,0,2,2
6738,1,3,3,1,0,0,2,1,1
6739,0,4,3,2,2,1,2,0,0
6740,2,2,2,1,0,1,0,1,0
6741,0,3,1,3,2,1,0,1,0
6742,2,4,3,2,0,0,0,0,0
6743,1,3,2,3,1,0,2,0,1
6744,1,1,3,1,0,0,2,1,1
6745,1,0,0,0,2,1,0,1,0
6746,0,4,2,3,0,1,0,1,0
6747,0,2,1,0,1,0,1,0,0
6748,0,0,3,1,1,0,2,1,0
6749,1,4,2,1,0,0,0,0,1
6750,0,3,0,2,2,0,2,0,0
6751,1,3,2,3,0,0,2,2,2
6752,1,1,1,2,1,1,2,1,1
6753,2,3,3,1,2,1,0,0,0
6754,1,0,3,0,0,1,0,0,1
6755,1,0,3,1,0,0,2,0,1
6756,2,0,3,0,0,0,2,2,2
6757,2,0,1,3,2,1,0,1,1
6758,2,0,1,3,1,1,2,1,1
6759,1,3,2,3,2,1,0,0,1
6760,1,3,0,3,1,0,1,2,2
6761,2,3,2,3,0,0,2,0,0
6762,2,3,1,1,0,1,0,0,0
6763,2,2,3,1,2,1,0,2,2
6764,2,0,0,2,2,1,0,1,1
6765,2,4,1,2,1,1,2,2,2
6766,0,1,3,2,1,1,1,1,1
6767,0,0,2,2,2,1,0,1,0
6768,0,2,2,1,1,1,0,0,0
6769,0,3,1,2,1,0,1,2,2
6770,1,0,2,2,1,1,0,1,1
6771,2,4,2,3,2,1,2,0,0
6772,0,2,3,2,2,1,0,0,0
6773,0,0,3,0,1,1,1,0,0
6774,2,4,2,3,2,0,1,1,3
6775,0,0,1,1,1,1,0,2,2
6776,2,0,0,1,1,0,0,0,1
6777,2,0,2,3,0,1,1,2,2
6778,2,0,3,0,0,0,0,0,1
6779,0,1,3,3,1,0,0,1,1
6780,2,3,0,3,0,1,2,0,0
6781,2,3,1,1,1,1,0,2,2
6782,0,0,0,0,2,0,1,1,0
6783,0,2,1,1,1,1,1,1,0
6784,0,0,1,0,0,1,0,1,0
6785,2,3,1,3,2,1,1,2,2
6786,0,4,1,0,1,0,0,1,0
6787,2,0,2,3,0,1,2,0,1
6788,1,0,2,2,0,0,1,2,2
6789,0,3,0,0,2,1,0,2,2
6790,0,4,1,1,2,0,1,1,3
6791,2,3,1,3,1,0,2,1,0
